name,id,city,lat,lon,category,created,status,members,join_mode,past_event_count,last_event,last_rsvp
Girlfriends Pray Pittsburgh PA – Breakfast Book Club (BBC),19799579,Pittsburgh,40.47,-79.95,Religion & Beliefs,2016-04-04 15:47:24,active,58,approval,5,2016-11-12 10:00:00,1
Pittsburgh Mountain bike mostly north and east.,19702356,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2016-03-13 11:49:16,active,14,approval,49,2017-11-23 10:30:00,1
ReactPgh,19620099,Pittsburgh,40.47,-79.95,Tech,2016-02-24 15:00:28,active,629,open,15,2017-12-13 19:00:00,31
Pittsburgh Autodesk Fusion360 Study Group Meetup,19556325,Pittsburgh,40.47,-79.95,Career & Business,2016-02-11 16:56:11,active,61,open,11,2016-06-10 18:00:00,3
Effective Altruism Pittsburgh,19530719,Pittsburgh,40.47,-79.95,Community & Environment,2016-02-07 10:05:12,active,60,open,1,2016-02-25 19:00:00,2
Freedom-Obsessed Female Entrepreneurs of Pittsburgh!,25991682,Pittsburgh,40.47,-79.95,Career & Business,2017-09-20 07:21:08,active,103,open,1,2017-10-17 18:30:00,3
Pittsburgh Outdoors Meetup,19503332,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2016-02-03 17:51:19,active,171,open,0,,0
Holistic Living with Essential OIls,19436158,Pittsburgh,40.47,-79.95,Health & Wellbeing,2016-01-25 20:53:26,active,88,open,1,2016-02-06 14:00:00,4
Pittsburgh IAM User Group,19434023,Pittsburgh,40.47,-79.95,Tech,2016-01-25 15:03:15,active,30,approval,1,2016-04-12 15:00:00,8
Pittsburgh LGBTQ Professionals Meetup,27177144,Pittsburgh,40.47,-79.95,LGBT,2018-01-16 13:28:17,active,35,open,0,,0
Magento Pittsburgh,19414580,Pittsburgh,40.47,-79.95,Tech,2016-01-22 16:54:00,active,16,open,2,2016-05-26 19:00:00,1
Pittsburgh Test Automation,26611241,Pittsburgh,40.47,-79.95,Tech,2017-11-15 20:37:48,active,28,open,0,,0
Pittsburgh Language Educator Coffee,19360447,Pittsburgh,40.47,-79.95,Education & Learning,2016-01-18 13:00:25,active,138,open,5,2016-10-27 18:30:00,4
Pittsburgh Country Music Meetup,27116236,Pittsburgh,40.47,-79.95,Music,2018-01-10 19:07:53,active,21,open,1,2018-01-12 19:00:00,0
K-pop Dance Group,19352538,Pittsburgh,40.47,-79.95,Dancing,2016-01-17 04:04:55,active,13,approval,23,2017-11-19 13:00:00,3
Pittsburgh ABODO Meetup,19327602,Pittsburgh,40.47,-79.95,Singles,2016-01-12 12:56:35,active,1,approval,1,2016-01-29 18:00:00,1
Pittsburgh Technology Innovation Group,19322659,Pittsburgh,40.47,-79.95,Tech,2016-01-11 17:17:03,active,693,open,9,2017-06-07 17:00:00,22
Pittsburgh Ultra Runners Training Group,27023371,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2018-01-01 20:34:36,active,6,open,0,,0
Pittsburgh CISSP Study Group,19205587,Pittsburgh,40.47,-79.95,Education & Learning,2015-12-12 09:43:21,active,37,open,11,2017-05-21 19:00:00,1
Pittsburgh TRIRIGA Users Group,27004255,Pittsburgh,40.47,-79.95,Tech,2017-12-30 15:58:11,active,6,approval,0,,0
Pittsburgh Startup: Idea to IPO,19256338,Pittsburgh,40.47,-79.95,Tech,2016-01-01 00:51:24,active,324,open,5,2016-04-14 17:00:00,21
Pittsburgh Unreal Engine 4 Meetup,19237277,Pittsburgh,40.47,-79.95,Tech,2015-12-24 15:30:25,active,50,open,9,2017-10-28 14:00:00,2
Bitcoin 101 Education Class  Pittsburgh,26857822,Pittsburgh,40.47,-79.95,Tech,2017-12-12 21:49:21,active,92,open,0,,0
Shinrin-Yoku (Pittsburgh Forest Bathers),26801476,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-12-06 11:50:14,active,84,open,0,,0
Gurdjieff Teaching,19208430,Pittsburgh,40.47,-79.95,New Age & Spirituality,2015-12-13 12:04:51,active,73,open,28,2017-07-25 18:30:00,4
The Ubiquitous Voice Pittsburgh Meetup,26655462,Pittsburgh,40.47,-79.95,Tech,2017-11-20 16:15:59,active,29,open,0,,0
Hemp for Health: CBD Oil - Let's talk!,26652523,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-11-20 09:46:31,active,8,open,0,,0
Pittsburgh Modern And Traditional Brush Painting Class,26627766,Pittsburgh,40.47,-79.95,Arts & Culture,2017-11-17 16:50:00,active,15,open,0,,0
Pittsburgh Dating and Relationships Meetup,19152125,Pittsburgh,40.47,-79.95,Singles,2015-11-24 18:09:14,active,75,open,23,2017-09-15 17:00:00,1
Pittsburgh Skeptics in the Pub Meetup,26609907,Pittsburgh,40.47,-79.95,Education & Learning,2017-11-15 17:44:00,active,50,open,0,,0
Lawyers,26608399,Pittsburgh,40.47,-79.95,Career & Business,2017-11-15 14:34:10,active,8,open,0,,0
Startup Grind Pittsburgh,26553409,Pittsburgh,40.47,-79.95,Tech,2017-11-10 04:00:13,active,101,open,1,2017-11-30 14:00:00,2
Pittsburgh Outdoor Painters,1684534,Pittsburgh,40.47,-79.95,Arts & Culture,2010-08-02 11:21:08,active,1586,open,230,2017-10-29 14:00:00,4
Uber Engineering Events-Pittsburgh,26472250,Pittsburgh,40.47,-79.95,Tech,2017-11-02 14:54:02,active,95,open,0,,0
Pittsburgh Dads Group,26471638,Pittsburgh,40.47,-79.95,Parents & Family,2017-11-02 13:46:31,active,30,approval,7,2018-01-14 17:00:00,2
Pittsburgh WWI History Meetup,26470005,Pittsburgh,40.47,-79.95,Education & Learning,2017-11-02 10:48:21,active,23,open,2,2017-11-11 11:00:00,4
Pittsburgh JavaFX Users,19096435,Pittsburgh,40.47,-79.95,Tech,2015-11-06 12:32:02,active,42,open,2,2016-02-29 19:00:00,7
WPCA Ukulele Meetup,26452729,Pittsburgh,40.47,-79.95,Music,2017-10-31 16:13:51,active,18,open,2,2017-12-16 13:00:00,1
Young Entrepreneur's Society of Pittsburgh (YESpgh),26428998,Pittsburgh,40.47,-79.95,Career & Business,2017-10-29 13:31:51,active,78,open,0,,0
Pittsburgh Robotics Meetup,27123292,Pittsburgh,40.47,-79.95,Tech,2018-01-11 12:07:05,active,38,open,0,,0
Pittsburgh Heart Attack Survivors,19063438,Pittsburgh,40.47,-79.95,Support,2015-10-26 15:22:00,active,9,open,0,,0
Energized & Stress-Free Small Business Women,26364118,Pittsburgh,40.47,-79.95,Career & Business,2017-10-23 18:56:34,active,24,open,2,2017-12-13 20:00:00,1
Pittsburgh Day Traders Meetup,26295940,Pittsburgh,40.47,-79.95,Career & Business,2017-10-17 12:41:25,active,31,open,1,2017-11-06 19:00:00,3
Movimento 5 stelle Pittsburgh,26315332,Pittsburgh,40.47,-79.95,Education & Learning,2017-10-19 08:22:39,active,16,open,0,,0
Psychonaut Pittsburgh,18912315,Pittsburgh,40.47,-79.95,New Age & Spirituality,2015-09-08 15:46:13,active,486,open,8,2016-09-25 12:00:00,9
Pittsburgh Home Buying 101,26115293,Pittsburgh,40.47,-79.95,Career & Business,2017-10-01 12:17:48,active,25,open,2,2017-11-08 19:00:00,2
Isa-Burgh Healthy Happy Hour,26053625,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-09-25 20:38:22,active,46,open,4,2017-11-29 19:00:00,2
Pittsburgh Chapter American Singles Golf,26048485,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-09-25 11:51:33,active,20,open,0,,0
Pittsburgh Salesforce Developer Group,6468342,Pittsburgh,40.47,-79.95,Tech,2013-01-03 13:29:03,active,360,approval,35,2017-12-20 15:00:00,22
Oily Goodness - Health and Wellness with Essential Oils,25989239,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-09-19 23:25:10,active,76,open,17,2018-01-17 19:15:00,1
Pittsburgh Italian Food Meetup,25984192,Pittsburgh,40.47,-79.95,Food & Drink,2017-09-19 14:25:33,active,211,open,1,2017-10-15 15:00:00,3
Pittsburgh Effective Altruism Meetup,25973516,Pittsburgh,40.47,-79.95,Education & Learning,2017-09-18 16:08:57,active,29,open,2,2017-10-22 12:00:00,1
Mindfulness and Oriental Wisdom and Languages,18838041,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2015-08-16 10:21:30,active,28,open,7,2016-08-03 19:00:00,1
The Pittsburgh Web Design Meetup Group,163783,Pittsburgh,40.47,-79.95,Tech,2003-05-09 07:07:16,active,1025,open,134,2016-09-20 18:00:00,10
Steel City Marines,25900212,Pittsburgh,40.47,-79.95,Fitness,2017-09-12 17:37:18,active,3,approval,0,,0
Pittsburgh Cyber Security Meetup,25894605,Pittsburgh,40.47,-79.95,Tech,2017-09-12 10:05:17,active,59,approval,0,,0
Real Deal Real Estate,25882593,Pittsburgh,40.47,-79.95,Career & Business,2017-09-11 16:37:53,active,69,open,1,2017-09-16 13:00:00,1
Pittsburgh War on Debt (Debt Elimination),25872725,Pittsburgh,40.47,-79.95,Career & Business,2017-09-11 00:59:42,active,2,open,1,2017-09-21 17:00:00,1
Pittsburgh Multifamily Apartment Investors,25826491,Pittsburgh,40.47,-79.95,Career & Business,2017-09-07 18:15:30,active,50,open,2,2017-10-06 18:00:00,3
South Hills Church Startup,25773419,Pittsburgh,40.47,-79.95,Religion & Beliefs,2017-09-04 17:13:01,active,16,open,1,2017-09-10 17:30:00,3
Bad Ass Networking Entrepreneurs,25770526,Pittsburgh,40.47,-79.95,Career & Business,2017-09-04 13:20:16,active,213,open,3,2017-09-19 08:30:00,6
BNI Western PA South Hills,25767155,Pittsburgh,40.47,-79.95,Career & Business,2017-09-04 09:25:06,active,49,open,20,2018-01-16 12:00:00,1
Pittsburgh Leadership Meetup,25703350,Pittsburgh,40.47,-79.95,Career & Business,2017-08-30 06:42:45,active,50,open,2,2017-09-14 07:30:00,3
BNI Western PA North Shore Forming,25583897,Pittsburgh,40.47,-79.95,Career & Business,2017-08-22 10:06:16,active,28,open,2,2017-09-19 11:00:00,4
Pittsburgh Water Sports Meetup,25579317,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-08-21 22:18:14,active,10,open,0,,0
BNI Western PA Airport Chapter,25559193,Pittsburgh,40.47,-79.95,Career & Business,2017-08-20 15:52:31,active,43,open,23,2018-01-23 08:00:00,1
American Red Cross Ride for the Red - Steel Town Trail Ride,18658255,Pittsburgh,40.47,-79.95,Community & Environment,2015-06-08 14:03:47,active,237,open,5,2017-10-07 07:00:00,3
Pittsburgh Product Engagement Meetup,18648515,Pittsburgh,40.47,-79.95,Tech,2015-06-04 09:12:54,active,205,open,7,2016-04-27 18:00:00,14
Pittsburgh Cryptocurrency Investment Network,25444073,Pittsburgh,40.47,-79.95,Tech,2017-08-10 20:41:02,active,69,open,0,,0
Pittsburgh Welsh Culture Meetup,18623893,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2015-05-25 11:09:22,active,215,open,71,2017-12-03 13:00:00,6
Pittsburgh Online Business Meetup,25329773,Pittsburgh,40.47,-79.95,Career & Business,2017-08-03 16:28:10,active,57,open,2,2017-08-23 18:00:00,3
Spiralis Concept in the Park,18586845,Pittsburgh,40.47,-79.95,Health & Wellbeing,2015-05-10 00:28:20,active,15,open,0,,0
Pittsburgh English as a Second Language Bible Study,25310167,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2017-08-02 16:36:22,active,17,open,0,,0
Pittsburgh Free Range Christians,18573628,Pittsburgh,40.47,-79.95,Religion & Beliefs,2015-05-02 19:06:37,active,297,open,9,2017-05-20 12:30:00,1
Dynatrace Pittsburgh User Group,18572223,Pittsburgh,40.47,-79.95,Tech,2015-05-01 14:35:53,active,43,open,3,2017-10-17 15:00:00,12
Random Adventures in Monroeville,25121240,Pittsburgh,40.47,-79.95,Socializing,2017-07-24 19:20:11,active,43,approval,1,2017-08-05 18:00:00,4
Pittsburgh Tea Meetup,25100807,Pittsburgh,40.47,-79.95,Food & Drink,2017-07-23 14:13:37,active,92,open,4,2017-11-17 19:30:00,3
Arista Networks Pittsburgh Meetup,18570731,Pittsburgh,40.47,-79.95,Tech,2015-04-30 12:28:59,active,76,open,10,2016-10-06 16:30:00,8
Bellydance with Shanna,18538277,Pittsburgh,40.47,-79.95,Dancing,2015-04-08 05:55:21,active,333,open,110,2017-12-19 19:00:00,1
Pittsburgh Young Professionals,18494579,Pittsburgh,40.47,-79.95,Socializing,2015-03-11 16:03:41,active,1511,open,103,2017-12-07 18:30:00,1
Electronics Knitting Circle,24874118,Pittsburgh,40.47,-79.95,Hobbies & Crafts,2017-07-07 11:34:25,active,50,open,2,2017-09-07 18:00:00,1
Events at Revv Oakland,18529952,Pittsburgh,40.47,-79.95,Career & Business,2015-04-01 21:48:14,active,24,open,0,,0
Couples Without Kids,24815014,Pittsburgh,40.47,-79.95,Socializing,2017-07-03 16:10:22,active,308,open,2,2017-10-21 14:00:00,22
ILOVEBTS,24523707,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2017-06-17 16:49:35,active,14,open,0,,0
Pittsburgh Jewelry Artists & Designers Meetup,24600107,Pittsburgh,40.47,-79.95,Hobbies & Crafts,2017-06-22 09:55:47,active,20,approval,2,2018-01-12 11:00:00,0
U.S. Air Force FREE EVENT!,24573208,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-06-20 13:28:14,active,48,open,1,2017-06-21 10:00:00,2
Ethereum Pittsburgh,24429259,Pittsburgh,40.47,-79.95,Tech,2017-06-12 16:31:28,active,43,approval,1,2017-08-05 15:00:00,8
Pittsburgh Creative Entrepreneurs,24371283,Pittsburgh,40.47,-79.95,Career & Business,2017-06-09 10:00:36,active,294,open,2,2017-11-14 19:30:00,13
Wix Pittsburgh,24376458,Pittsburgh,40.47,-79.95,Career & Business,2017-06-09 16:50:43,active,132,open,3,2017-11-14 19:30:00,6
Boss Lady Grind - Pittsburgh,24274584,Pittsburgh,40.47,-79.95,Career & Business,2017-06-04 12:30:11,active,64,approval,5,2017-11-17 19:00:00,3
The PittsBurger Club,24249880,Pittsburgh,40.47,-79.95,Food & Drink,2017-06-03 11:00:08,active,55,open,0,,0
Bike for Good,24065377,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-05-27 14:40:16,active,157,open,8,2017-11-18 09:00:00,2
Pittsburgh Self-Improvement Meetup,23951438,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-05-22 20:21:20,active,691,open,8,2017-11-14 10:00:00,1
The Game Room: The South Hills Table Top Group,23942217,Pittsburgh,40.47,-79.95,Games,2017-05-22 11:50:03,active,50,open,16,2018-01-17 19:00:00,1
Gay Soccer League,23904163,Pittsburgh,40.47,-79.95,LGBT,2017-05-20 18:48:46,active,45,open,0,,0
Short of the Month Club,23672347,Pittsburgh,40.47,-79.95,Movies & Film,2017-05-08 12:39:35,grace,170,open,4,2017-06-24 10:00:00,5
The Pittsburgh Quickbooks Meetup,1153767,Pittsburgh,40.47,-79.95,Career & Business,2008-05-18 12:16:42,active,37,open,1,2008-07-21 18:00:00,3
"Pittsburgh ""Four Hour Workweek"" Online Entrepreneur's Meetup",26659143,Pittsburgh,40.47,-79.95,Career & Business,2017-11-20 23:48:05,active,50,open,2,2017-12-05 20:30:00,16
Artists Artisans Makers Craftsmen,23463478,Pittsburgh,40.47,-79.95,Arts & Culture,2017-04-27 22:12:54,active,146,open,1,2017-06-13 19:00:00,13
Twitch Pittsburgh (#PoweredByTwitch),23274218,Pittsburgh,40.47,-79.95,Games,2017-04-13 22:17:08,active,249,open,5,2017-08-27 13:00:00,9
Temple Fit,23165219,Pittsburgh,40.47,-79.95,Fitness,2017-04-05 18:37:46,active,50,open,37,2018-01-22 18:00:00,1
Home Buyers Happy Hour,23143235,Pittsburgh,40.47,-79.95,Socializing,2017-04-04 10:26:29,active,50,open,2,2017-10-24 18:00:00,1
Pittsburgh Enterprise Architecture Forum,23094811,Pittsburgh,40.47,-79.95,Tech,2017-04-01 18:38:09,active,20,open,0,,0
Pittsburgh Cloudera User Group,23041902,Pittsburgh,40.47,-79.95,Tech,2017-03-28 16:47:49,active,110,open,3,2017-10-19 17:30:00,18
Pittsburgh Real Estate Entrepreneurs,22935943,Pittsburgh,40.47,-79.95,Career & Business,2017-03-19 09:46:38,active,51,open,0,,0
The Pittsburgh Small Biz Network Group,390617,Pittsburgh,40.47,-79.95,Career & Business,2006-12-28 11:06:40,active,316,approval,37,2013-07-10 18:30:00,4
Live it up Pittsburgh,26359567,Pittsburgh,40.47,-79.95,Socializing,2017-10-23 11:23:51,active,228,open,3,2018-01-12 10:00:00,2
Pittsburgh Scratch Educators Meetup,22869755,Pittsburgh,40.47,-79.95,Education & Learning,2017-03-13 10:06:27,active,17,open,1,2017-05-13 10:00:00,5
CISSP Study Group,22816492,Pittsburgh,40.47,-79.95,Tech,2017-03-08 08:39:09,active,18,open,0,,0
Pittsburgh IBM Watson Users Group,22770492,Pittsburgh,40.47,-79.95,Tech,2017-03-04 15:58:43,active,49,open,0,,0
The Western PA Gay/Bi Men's Bookclub,22641590,Pittsburgh,40.47,-79.95,Book Clubs,2017-02-26 10:56:25,active,50,approval,7,2017-12-03 14:00:00,3
Pittsburgh Risk Management Meetup,22592653,Pittsburgh,40.47,-79.95,Career & Business,2017-02-23 18:55:40,active,17,open,1,2017-03-01 20:00:00,1
Pennsylvania Narcolepsy Support Groups,22474268,Pittsburgh,40.47,-79.95,Support,2017-02-19 18:22:11,active,18,open,0,,0
UX Happy Hour in Pgh!,22393625,Pittsburgh,40.47,-79.95,Tech,2017-02-14 19:36:52,active,529,open,7,2017-11-09 19:00:00,28
Animal Issues & Animal Rights Pittsburgh & surrounding...,22290861,Pittsburgh,40.47,-79.95,Pets & Animals,2017-02-08 16:52:52,active,222,open,7,2017-09-26 17:30:00,3
Pittsburgh Christian Travelers,22272788,Pittsburgh,40.47,-79.95,Religion & Beliefs,2017-02-07 11:29:51,active,107,open,2,2017-06-30 10:00:00,1
Western PA Cult Films Meetup,22175701,Pittsburgh,40.47,-79.95,Movies & Film,2017-01-31 04:47:12,active,421,open,9,2017-10-19 18:30:00,5
Scrum Pittsburgh Daytime Meetup,22151018,Pittsburgh,40.47,-79.95,Tech,2017-01-29 16:12:56,active,48,approval,5,2017-08-01 14:30:00,3
