name,urlname,city,lat,lon,category,created,status,members,join_mode,past_event_count,last_event,last_rsvp
The FoodBurgh Meetup,foodburgh,Pittsburgh,40.43,-79.92,Socializing,2010-01-19 09:05:54,active,470,open,38,2012-09-05 18:00:00,0
Pittsburgh Dorothy Dunnett Reading Group,Pittsburgh-Dorothy-Dunnett-Reading-Group,Pittsburgh,40.43,-79.92,Book Clubs,2015-02-28 20:27:04,active,139,open,19,2017-11-11 12:00:00,6
Single In The City-Greater Pittsburgh,Single-In-The-City-Greater-Pittsburgh,Pittsburgh,40.43,-79.92,Singles,2015-01-29 12:26:05,active,464,open,14,2017-06-29 17:30:00,3
PghQA (Pittsburgh Software Quality),PghQA-Pittsburgh-Software-Quality,Pittsburgh,40.43,-79.92,Tech,2015-01-28 00:13:07,active,284,open,14,2017-11-08 20:00:00,4
"Arts, Crafts & Global Cultures",Arts-Crafts-Global-Cultures,Pittsburgh,40.43,-79.92,Fashion & Beauty,2017-04-20 11:47:16,active,540,open,11,2017-10-19 17:00:00,1
Financial Advisors Of The Greater Pittsburgh Area,Financial-Advisors-Of-The-Greater-Pittsburgg-Area,Pittsburgh,40.43,-79.92,Career & Business,2017-03-27 14:17:55,active,8,open,0,,0
The Pittsburgh Wine Meetup Group,wine-306,Pittsburgh,40.43,-79.92,Food & Drink,2006-11-16 10:29:40,active,924,open,68,2015-10-19 18:00:00,1
Pittsburgh Entrepreneur Business Strategy Workshop,pghentrepreneurs,Pittsburgh,40.43,-79.92,Career & Business,2017-02-07 12:53:23,active,62,approval,3,2017-02-26 15:00:00,5
Pittsburgh Women in Big Data,Pittsburgh-Women-in-Big-Data,Pittsburgh,40.43,-79.92,Tech,2017-01-31 17:21:11,active,87,open,2,2017-03-15 12:30:00,2
Pittsburgh Tourettes Support Network,Pittsburgh-Tourettes-Support-Network,Pittsburgh,40.43,-79.92,Support,2012-02-22 17:14:00,active,28,open,9,2017-06-08 18:30:00,1
Backpacking Western PA,Backpacking-central-pa,Pittsburgh,40.43,-79.92,Outdoors & Adventure,2016-11-05 19:57:50,active,1199,open,7,2017-10-28 10:00:00,6
Non-duality Pittsburgh,Non-duality-Pittsburgh,Pittsburgh,40.43,-79.92,New Age & Spirituality,2011-10-24 20:57:31,active,65,open,68,2017-12-14 20:00:00,1
Pittsburgh Big Data Meetups,Pittsburgh-Big-Data-Meetups,Pittsburgh,40.43,-79.92,Tech,2015-03-04 09:55:47,active,603,open,10,2016-03-22 19:00:00,49
Pittsburgh Area Singles Group,Pittsburgh-Area-Singles-Group,Pittsburgh,40.43,-79.92,Singles,2011-04-15 14:52:33,active,1748,open,67,2017-06-29 17:30:00,5
Pittsburgh PHP Developers Group,Pittsburgh-PHP-Developers-Group,Pittsburgh,40.43,-79.92,Tech,2009-05-24 11:20:41,active,322,open,40,2015-08-01 08:30:00,1
Overcome ADHD/ADD Pittsburgh Support Group Network,OvercomeADHDADDpittsburghsupportgroupnetwork,Pittsburgh,40.43,-79.92,Support,2011-02-08 01:54:03,active,184,open,40,2017-06-08 18:30:00,1
Pittsburgh 'A Course in Miracles' Study Group,Pittsburgh-A-Course-in-Miracles-Study-Group,Pittsburgh,40.43,-79.92,New Age & Spirituality,2013-11-10 20:46:30,active,152,open,87,2017-06-10 10:00:00,2
User Experience Designers Pittsburgh,UXPittsburgh,Pittsburgh,40.44,-80.01,Tech,2013-05-16 15:53:47,active,702,open,19,2017-11-09 09:00:00,21
The Pittsburgh Garden Experiment!,PittsburghGardenExperiment,Pittsburgh,40.44,-79.95,Community & Environment,2008-11-23 20:44:01,active,1888,open,230,2017-12-16 12:00:00,1
Getting Things Done Pittsburgh Productivity Group,gtdpgh,Pittsburgh,40.44,-79.95,Education & Learning,2016-02-01 20:50:35,active,45,open,5,2017-03-16 18:30:00,3
Better Choices = Better Life.,Better-Choices-Better-Life,Pittsburgh,40.44,-79.95,Health & Wellbeing,2013-02-04 15:51:39,active,48,open,14,2017-02-04 15:30:00,1
Pittsburgh Groovy Programming,Pittsburgh-Groovy-Programming,Pittsburgh,40.44,-79.95,Tech,2015-08-10 14:50:57,active,215,open,8,2017-07-27 19:00:00,3
Ask-an-Aspie,ask-an-aspie,Pittsburgh,40.44,-79.95,Support,2012-09-09 17:49:42,active,37,approval,6,2013-03-23 14:30:00,2
Pittsburgh Hardware Startup Meetup,PghHWStartups,Pittsburgh,40.44,-79.95,Tech,2013-03-23 13:20:47,active,631,open,16,2016-05-17 17:30:00,17
"Indigo Children, Parents, and Individuals",pittsburghindigo,Pittsburgh,40.44,-79.95,New Age & Spirituality,2010-01-04 17:23:56,active,192,open,31,2017-06-08 18:30:00,6
Pittsburgh Young Entrepreneurs,Pittsburghyoungentrepreneurs,Pittsburgh,40.44,-79.95,Career & Business,2009-11-04 23:16:47,active,1302,open,65,2017-06-08 18:30:00,4
PittsburghTennisLeague.com | Pittsburgh Tennis League,Pittsburgh-Tennis-League,Pittsburgh,40.44,-79.95,Sports & Recreation,2012-04-03 15:08:27,active,1026,open,67,2017-11-07 15:00:00,4
Jewish Pittsburgh,Jewish-Pittsburgh,Pittsburgh,40.44,-79.95,Religion & Beliefs,2017-03-18 20:56:02,active,23,approval,6,2018-01-26 18:30:00,1
ACM Pittsburgh,ACM-Pittsburgh,Pittsburgh,40.44,-79.95,Tech,2014-11-04 14:54:04,active,479,open,16,2017-10-24 19:00:00,44
Pittsburgh Writers Meetup,pittsburgh-writers-meetup,Pittsburgh,40.44,-79.95,Writing,2014-09-24 21:29:42,active,99,open,2,2014-11-13 19:00:00,3
The Pittsburgh Social Freedom Project,Social-Freedom-Project,Pittsburgh,40.44,-79.95,Health & Wellbeing,2014-08-09 17:21:35,active,390,open,23,2017-01-27 22:00:00,2
Carnegie Mellon University's Heinz Finance Club,Carnegie-Mellon-Heinz-Finance-Club-Speaker-Series,Pittsburgh,40.44,-79.95,Career & Business,2017-02-08 23:49:17,active,40,open,1,2017-02-17 13:00:00,1
The Encounter Group,people,Pittsburgh,40.44,-79.95,Education & Learning,2012-03-20 18:35:05,active,74,open,22,2014-04-11 11:00:00,1
Explore Pittsburgh!,Explore-Pittsburgh,Pittsburgh,40.44,-79.95,Socializing,2014-04-09 14:06:35,active,3515,approval,154,2017-12-19 20:00:00,37
Steel City Curb & Trail Society - Walking / Hiking Group,SteelCityCurbAndTrailSociety,Pittsburgh,40.44,-79.95,Outdoors & Adventure,2010-01-02 22:51:31,active,1707,approval,93,2017-10-07 11:00:00,1
Pittsburgh Drone Masters,Pittsburgh-Drone-Masters,Pittsburgh,40.44,-79.95,Career & Business,2014-01-08 14:11:26,active,360,open,21,2017-12-22 19:00:00,7
Pittsburgh Indoor and Outdoor Volleyball,Pittsburgh-Sports-and-Recreation-Meetup,Pittsburgh,40.44,-79.95,Sports & Recreation,2016-06-14 17:07:44,active,275,open,39,2017-08-28 18:45:00,8
EdTech PGH,Ed-Tech-PGH,Pittsburgh,40.44,-79.95,Tech,2013-10-31 13:38:46,active,378,approval,14,2016-06-29 18:00:00,26
OpenStack Pittsburgh,openstack-pittsburgh,Pittsburgh,40.44,-79.95,Tech,2013-10-17 20:11:28,active,132,approval,11,2016-02-24 19:30:00,8
Bailamos! Pittsburgh Salsa Lesson Meetup,bailamos,Pittsburgh,40.43,-80.05,Dancing,2016-03-13 19:54:06,active,93,open,25,2016-09-06 19:00:00,1
Pittsburgh Offroad Excursions,offroading,Pittsburgh,40.43,-80.05,Cars & Motorcycles,2017-05-16 11:40:39,active,18,open,0,,0
PITTROTORcross,PITTROTORcross,Pittsburgh,40.43,-80.05,Hobbies & Crafts,2015-01-16 16:01:56,active,121,approval,16,2017-07-22 10:00:00,1
Try New Tech,trynewtech,Pittsburgh,40.43,-80.05,Tech,2014-01-31 18:19:13,active,133,open,3,2014-06-18 18:30:00,29
Pittsburgh Wellness Group,PittsburghWellnessGroup,Bridgeville,40.36,-80.11,Health & Wellbeing,2015-10-07 13:58:33,active,1167,open,179,2017-12-05 19:45:00,1
Pittsburgh Kombucha Meetup,Pittsburgh-Kombucha-Meetup,Bridgeville,40.36,-80.11,Food & Drink,2015-02-19 00:27:24,active,116,open,4,2016-01-10 15:00:00,2
"Mindset, Meals and Movement Meet up",Minset-Meals-and-Movement-Meet-up,Bridgeville,40.36,-80.11,Health & Wellbeing,2017-09-22 09:23:59,active,50,open,9,2018-01-24 19:30:00,1
Pittsburgh Kickball Club,pittsburghkickballclub,Pittsburgh,40.45,-79.98,Sports & Recreation,2013-01-02 11:38:58,active,1543,open,55,2017-12-03 17:00:00,1
Pittsburgh Cassandra Users,Pittsburgh-Cassandra-Users,Pittsburgh,40.45,-79.98,Tech,2013-06-27 15:20:52,active,60,open,3,2015-10-13 17:30:00,4
Drupal Pittsburgh,Drupal-Pittsburgh,Pittsburgh,40.45,-79.98,Tech,2013-06-20 11:37:58,active,122,open,31,2017-09-22 08:00:00,1
Pittsburgh Women Veterans Meetup (Women Warriors United),Pittsburgh-Women-Veterans-Meetup-Women-Warriors-United,Pittsburgh,40.45,-79.98,Health & Wellbeing,2016-01-18 11:45:00,active,24,open,0,,0
Pittsburgh Flag Football Club,pittsburghflagfootballclub,Pittsburgh,40.45,-79.98,Sports & Recreation,2013-05-02 14:20:16,active,440,open,27,2017-10-20 16:30:00,4
Magical Moms Of Multiples of Southwestern PA,Magical-Moms-Of-Multiples-of-Southwestern-PA,Pittsburgh,40.45,-79.98,Parents & Family,2017-07-12 02:56:54,active,9,approval,0,,0
Pittsburgh Red Hat User Group,Pittsburgh-Red-Hat-User-Group,Pittsburgh,40.45,-79.98,Tech,2015-01-21 10:05:00,active,119,approval,8,2017-12-05 17:30:00,22
Running for Brews Pittsburgh - 5K Beer Running Club,Running-for-Brews-Pittsburgh-5K-Beer-Running-Club,Pittsburgh,40.45,-79.98,Fitness,2017-03-14 22:12:59,active,143,open,22,2017-12-26 19:00:00,1
Pittsburgh Major Taylor Cycling Club,Pittsburgh-Major-Taylor-Cycling-Club,Pittsburgh,40.45,-79.98,Sports & Recreation,2014-08-02 13:41:24,active,433,open,72,2017-09-13 18:00:00,2
Docker Pittsburgh,Docker-Pittsburgh,Pittsburgh,40.45,-79.98,Tech,2014-02-07 15:24:26,active,294,open,7,2016-02-18 20:00:00,22
Pittsburgh Hindi/Urdu/Hindustani Language Meetup,Pittsburgh-Hindi-Urdu-Hindustani-Language-Meetup,Pittsburgh,40.45,-79.99,Language & Ethnic Identity,2016-04-09 20:51:00,active,81,open,3,2016-11-18 19:00:00,1
Pittsburgh Saturday night Beginners Billiards.,Pittsburgh-Beginner-Billiards,Pittsburgh,40.45,-79.99,Games,2013-07-15 15:16:58,active,128,open,3,2016-04-02 20:00:00,1
PGH Women's Wired Network,PGH-Womens-Wired-Network,Pittsburgh,40.45,-79.99,Tech,2016-03-08 22:46:59,active,434,open,13,2017-11-08 18:30:00,10
The Pittsburgh Large/Giant Breed Dog Meetup Group,largedog-22,Pittsburgh,40.45,-79.99,Pets & Animals,2007-05-30 15:34:49,active,910,open,428,2017-10-15 11:00:00,4
Discover YOU: Your Hunt for Lasting Happiness,discoveryou,Pittsburgh,40.45,-79.99,New Age & Spirituality,2010-11-20 16:07:04,active,162,open,43,2017-02-04 15:30:00,1
Integrative Medicine Professionals,Integrated-Medicine-Professionals,Pittsburgh,40.45,-79.99,Health & Wellbeing,2013-05-30 10:13:24,active,310,open,62,2017-01-07 11:00:00,3
Ancient Order Hibernians Division 4 North Hills Pittsburgh,Ancient-Order-Hibernians-Division-4-North-Hills-Pittsburgh,Pittsburgh,40.45,-79.99,Language & Ethnic Identity,2013-03-27 20:31:13,active,25,open,8,2017-11-11 20:00:00,1
Pittsburgh Food Bloggers,pghfoodies,Pittsburgh,40.45,-79.99,Tech,2010-09-26 12:51:12,active,27,approval,5,2011-11-19 18:00:00,0
The Pittsburgh Beer Meetup,pittsburgh-beer,Pittsburgh,40.45,-79.99,Food & Drink,2008-12-09 21:42:40,active,1689,open,175,2015-06-14 14:00:00,21
Pittsburgh Area Fine Art Photographers,Pittsburgh-Area-Fine-Art-Photographers,Pittsburgh,40.45,-79.99,Photography,2010-10-17 20:33:55,active,676,open,87,2017-09-22 18:00:00,1
The Pittsburgh Witches Ball,Pittsburgh-Witches-Ball,Pittsburgh,40.45,-79.99,New Age & Spirituality,2010-07-30 10:26:43,active,673,open,167,2017-11-04 18:00:00,21
Ron Paul for President 2012 - Pittsburgh,RonPaul2012PGH,Pittsburgh,40.45,-79.99,Movements & Politics,2007-05-20 15:16:18,active,293,open,1299,2018-01-25 20:30:00,1
Health 2.0 Pittsburgh,Health20-Pittsburgh,Pittsburgh,40.45,-79.99,Tech,2013-01-09 12:44:37,active,742,open,28,2017-02-22 17:00:00,12
Pittsburgh Dining N' At,pittsburgh-dining-nat,Pittsburgh,40.45,-79.99,Career & Business,2007-05-18 08:06:58,active,3429,open,796,2017-12-25 17:30:00,9
Pittsburgh Historic Preservation Meetup,Pittsburgh-Historic-Preservation-Meetup,Pittsburgh,40.45,-79.99,Arts & Culture,2015-08-28 23:33:28,active,580,open,95,2017-12-01 20:30:00,2
Pittsburgh Coed Adult Recreational Sports Meetup,Pittsburgh-Coed-Adult-Recreational-Sports-Meetup,Pittsburgh,40.45,-79.99,Sports & Recreation,2015-08-27 11:31:02,active,927,open,24,2018-01-18 20:00:00,1
Big Data Developers in Pittsburgh,Big-Data-Developers-in-Pittsburgh,Pittsburgh,40.45,-79.99,Tech,2012-10-26 11:15:37,active,625,open,16,2017-11-01 18:00:00,17
Pittsburgh Business Intelligence Group,pittsburghbigroup,Pittsburgh,40.45,-79.99,Career & Business,2010-02-22 18:58:41,active,112,open,7,2016-07-14 18:00:00,12
Stop to Smell the Roses,Stop-to-Smell-the-Roses,Pittsburgh,40.45,-79.99,Health & Wellbeing,2017-08-02 22:11:20,active,173,open,12,2017-11-12 09:00:00,1
Break For Ultimate - Downtown Pittsburgh,Break-For-Ultimate-Downtown-Pittsburgh,Pittsburgh,40.45,-79.99,Sports & Recreation,2015-04-15 13:17:25,active,83,open,13,2017-10-04 12:00:00,3
pghrb - Pittsburgh's Ruby User Group,pittsburgh-ruby,Pittsburgh,40.45,-79.99,Tech,2012-08-27 16:38:16,active,439,open,36,2014-12-04 19:30:00,15
The Pittsburgh Pug Meetup Group,Pittsburghpugs,Pittsburgh,40.45,-79.99,Pets & Animals,2003-02-03 20:38:48,active,819,open,203,2017-12-02 13:00:00,5
Ansible Pittsburgh,Ansible-Pittsburgh,Pittsburgh,40.45,-79.99,Tech,2015-02-13 16:07:50,active,87,open,3,2015-07-13 18:30:00,1
Pittsburgh Dog Outings Meetup,Pittsburgh-Dog-Outings-Meetup,Pittsburgh,40.45,-79.99,Pets & Animals,2017-05-06 12:05:59,active,649,open,9,2017-09-03 10:00:00,7
Pittsburgh Backgammon Meetup,Pittsburgh-Backgammon-Meetup,Pittsburgh,40.45,-79.99,Games,2015-01-23 07:59:50,active,239,open,82,2017-12-06 19:30:00,2
The Campaign for Liberty: Pittsburgh,ronpaul-1834,Pittsburgh,40.45,-79.99,Movements & Politics,2008-02-23 21:53:05,active,295,open,1062,2018-01-25 20:00:00,1
iphone ipad Android Mobile App Developers Pittsburgh Meetup,iPhone-iPad-Android-Mobile-App-Developers-Pittsburgh-Meetu,Pittsburgh,40.45,-79.99,Tech,2009-08-07 18:47:15,active,403,approval,23,2016-03-30 19:00:00,11
Pittsburgh Food Lovers -Dinner-Wine-Fun-Way2Wellness,Pittsburgh-Way2Wellness,Pittsburgh,40.45,-79.99,Food & Drink,2014-04-17 06:34:15,active,2423,open,10,2017-10-28 12:00:00,4
Pittsburgh Now,Pittsburgh-Now,Pittsburgh,40.45,-79.99,New Age & Spirituality,2009-08-04 06:04:56,active,625,open,70,2017-02-04 15:30:00,1
ngPittsburgh,Angular-js-Pittsburgh,Pittsburgh,40.45,-79.99,Tech,2014-02-24 13:46:02,active,906,open,25,2017-08-22 18:00:00,23
OWASP Pittsburgh Chapter,OWASP-Pittsburgh-Chapter,Pittsburgh,40.45,-79.99,Tech,2014-02-24 08:17:16,active,263,open,8,2016-09-15 11:30:00,34
Twitch/Youtube Pittsburgh,pittsburgh-twitch-streaming-group,Pittsburgh,40.45,-79.99,Games,2015-05-26 19:03:45,active,205,open,53,2016-07-28 19:00:00,1
Facebook Developer and Marketers Group,Facebook-Developer-and-Marketers-Group,Pittsburgh,40.45,-79.99,Tech,2012-07-23 17:58:57,active,54,open,1,2012-10-23 19:00:00,5
Pittsburgh Women Blogger MeetUp,Pittsburgh-Women-Blogger-MeetUp,Pittsburgh,40.45,-79.99,Tech,2013-11-21 11:30:32,active,80,open,3,2017-09-09 08:30:00,1
BPDteam412 🙃 Pitt Borderline Support,BPD-team412,Pittsburgh,40.45,-79.99,Support,2016-05-20 16:50:52,active,92,open,44,2017-12-26 05:00:00,1
Rotary Club of Bethel Park,Rotary-Club-of-Bethel-Park,Venetia,40.27,-80.06,Community & Environment,2016-02-06 21:05:08,active,16,open,94,2018-01-24 13:15:00,1
Pittsburgh Area Sports and Exotic Cars Meetup,Pittsburgh-Area-Sports-and-Exotic-Cars-Meetup,Venetia,40.27,-80.06,Cars & Motorcycles,2015-11-30 21:48:31,active,18,approval,2,2016-06-04 19:00:00,1
Jazzercise Parking Lot PARTY CLASS!!!,Jazzercise-Parking-Lot-PARTY-CLASS,Venetia,40.27,-80.06,Fitness,2017-09-11 07:48:18,active,47,open,1,2017-09-23 09:15:00,4
Pittsburgh Machine Learners,Pittsburgh-Machine-Learners,Pittsburgh,40.45,-79.95,Tech,2016-11-16 13:06:58,active,478,open,21,2017-12-21 18:00:00,11
Alex Deacon Team   First Time Home Buyer's Workshop Meetup,Alex-Deacon-Team-First-Time-Home-Buyers-Workshop-Meetup,Carnegie,40.41,-80.09,Career & Business,2016-04-29 16:35:17,active,18,open,0,,0
"Entrepreneur, Start up and Small Business Monthly Q and A",Entrepreneur-Start-up-and-Small-Business-Monthly-Q-and-A,Carnegie,40.41,-80.09,Career & Business,2015-12-18 20:33:55,active,548,open,9,2017-09-30 10:00:00,1
Pittsburgh Women's Investment Meetup,Pittsburgh-Womens-Investment-Meetup,Carnegie,40.41,-80.09,Career & Business,2015-03-03 12:36:15,active,140,open,3,2015-07-22 19:00:00,5
Pittsburgh Ukrainian Language Meetup,Pittsburgh-Ukrainian-Language-Meetup,Carnegie,40.41,-80.09,Language & Ethnic Identity,2015-02-14 15:56:52,active,50,open,9,2017-02-04 14:00:00,1
Good Grief,meetup-group-AWGWPmHT,Carnegie,40.41,-80.09,New Age & Spirituality,2016-09-06 16:32:48,active,128,open,4,2017-10-17 17:30:00,2
Foreign Language Enthusiasts of Pittsburgh,foreignlanguages,Pittsburgh,40.43,-79.89,Language & Ethnic Identity,2010-06-14 08:46:36,active,532,open,318,2016-03-06 13:00:00,1
Access Mob Pittsburgh,Access-Mob-Pittsburgh,Pittsburgh,40.45,-79.93,Community & Environment,2016-01-01 12:52:37,active,78,open,51,2017-10-21 09:30:00,1
Coffee Shop Group,PGH-Coffee,Pittsburgh,40.45,-79.93,Food & Drink,2008-12-03 12:57:42,active,3884,open,320,2017-08-30 17:30:00,16
M Club | Motivation Club | Pittsburgh,M-Club-Motivation-Club-Pittsburgh,Pittsburgh,40.45,-79.93,Health & Wellbeing,2017-10-11 10:22:09,active,31,open,1,2017-10-19 18:00:00,7
Phoenix Institute Pittsburgh Meetup,Phoenix-Institute-Pittsburgh-Meetup,Pittsburgh,40.45,-79.93,New Age & Spirituality,2016-08-21 07:28:16,active,46,open,34,2017-12-11 19:00:00,2
Pittsburgh Heartfulness Meditation,Heartfulness-Pittsburgh,Pittsburgh,40.45,-79.93,Health & Wellbeing,2013-11-19 11:14:45,active,108,approval,26,2018-01-14 12:00:00,1
S.M.A.R.T.  Social Meetup for Aspies and Related Types,autism-social-group,Pittsburgh,40.45,-79.93,Support,2011-02-08 00:10:26,active,57,approval,25,2013-03-24 15:00:00,5
Cloud Genius Pittsburgh,cloudgenius-pittsburgh,Pittsburgh,40.44,-80.07,Tech,2016-01-29 15:50:17,active,37,open,2,2016-10-12 18:00:00,2
Daisy's Dogs Training Troupe,Daisys-Dogs-Training-Troupe,Pittsburgh,40.44,-80.07,Pets & Animals,2017-08-11 21:46:36,active,41,open,2,2017-09-02 15:00:00,3
DIY Natural Health Meetup,DIY-Natural-Health-Meetup,Pittsburgh,40.44,-80.07,Health & Wellbeing,2014-05-07 00:25:13,active,185,open,61,2016-11-23 16:00:00,1
Pittsburgh Artisans and Makers Meetup,Pittsburgh-Artisans-and-Makers-Meetup,Pittsburgh,40.45,-79.91,Hobbies & Crafts,2016-04-12 20:06:35,active,149,open,7,2016-08-25 19:00:00,5
People Helping People,PeopleHelpingPeoplePitt,Pittsburgh,40.45,-79.91,Community & Environment,2010-05-10 16:19:20,active,1825,open,208,2017-07-10 17:00:00,1
Pittsburgh Patent Meetup,Pittsburgh-Patent-Meetup,Pittsburgh,40.45,-79.91,Tech,2015-10-07 12:36:32,active,33,open,1,2016-02-03 11:00:00,5
"Pittsburgh Stoics : Living the ""Good Life"" in the 'Burgh",Pittsburgh-Stoics-Reading-Group,Pittsburgh,40.45,-79.91,Education & Learning,2012-12-27 14:35:07,active,29,approval,24,2015-06-22 19:00:00,2
BRown Empowered Women - BREW,Brown-empowered-women,Pittsburgh,40.45,-79.91,Career & Business,2015-11-05 13:16:16,active,216,approval,22,2018-01-15 20:00:00,1
Vocal Confluence,vocalconfluence,Pittsburgh,40.45,-79.91,Music,2012-01-17 15:26:24,active,282,open,64,2017-12-09 15:00:00,8
Streghe and Stregoni of Pittsburgh,Streghe-and-Stregoni-of-Pittsburgh,Pittsburgh,40.45,-79.91,Language & Ethnic Identity,2011-10-27 11:01:09,active,42,approval,31,2017-12-02 19:00:00,6
Pittsburgh .NET User Group (PGHDOTNET),pghdotnet,Pittsburgh,40.46,-80.03,Tech,2012-08-14 06:48:24,active,857,open,85,2017-12-21 18:00:00,12
The Pittsburgh Astrology Group,The-Pittsburgh-Astrology-Group,Pittsburgh,40.45,-80.06,New Age & Spirituality,2018-01-09 00:29:13,active,10,open,0,,0
Steel City Historical Fencing,SteelCityHistoricalFencing,Pittsburgh,40.47,-79.96,Sports & Recreation,2017-11-07 22:03:55,active,14,open,31,2018-01-25 21:00:00,1
Broken Plow Western Martial Arts & Pittsburgh Sword Fighters,brokenplowwesternmartialarts,Pittsburgh,40.47,-79.96,Sports & Recreation,2014-01-12 01:42:01,active,347,open,219,2017-08-03 18:00:00,1
North Versailles And Surrounding Gay Male Social,North-Versailles-And-Surrounding-Gay-Male-Social,North Versailles,40.39,-79.83,LGBT,2018-01-22 16:09:55,active,6,open,0,,0
Boxing meetup for beginners and professionals alike,Boxing-meetup-for-beginners-and-professionals-alike,North Versailles,40.39,-79.83,Fitness,2017-09-22 19:58:48,active,50,open,1,2017-10-14 13:00:00,6
Little Boston Rails to Trails Bicycling Meetup,Little-Boston-Rails-to-Trails-Bicycling-Meetup,Elizabeth,40.27,-79.86,Outdoors & Adventure,2016-03-12 10:41:34,active,48,open,0,,0
Pittsburgh BarkHappy Dog Meetup,Pittsburgh-BarkHappy-Dog-Meetup,Pittsburgh,40.47,-79.95,Pets & Animals,2016-04-18 15:20:26,active,211,open,20,2017-07-29 17:00:00,11
Proof Through the Night  (a nonpartisan voter ed movement),america,Pittsburgh,40.47,-79.95,Movements & Politics,2013-09-11 09:46:43,active,31,open,8,2016-01-30 09:30:00,1
Girlfriends Pray Pittsburgh PA – Breakfast Book Club (BBC),Girlfriends-Pray-Pittsburgh-PA-Breakfast-Book-Club-BBC,Pittsburgh,40.47,-79.95,Religion & Beliefs,2016-04-04 15:47:24,active,58,approval,5,2016-11-12 10:00:00,1
The Pittsburgh Czech Language Meetup Group,czech-pittsburgh,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2004-03-22 13:49:10,active,258,open,111,2017-12-17 15:00:00,3
Pittsburgh Mountain bike mostly north and east.,Northeast-Pittsburgh-MTB-Group,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2016-03-13 11:49:16,active,14,approval,49,2017-11-23 10:30:00,1
ReactPgh,ReactPgh,Pittsburgh,40.47,-79.95,Tech,2016-02-24 15:00:28,active,631,open,15,2017-12-13 19:00:00,31
Pittsburgh Autodesk Fusion360 Study Group Meetup,Pittsburgh-Autodesk-Fusion360-Study-Group-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2016-02-11 16:56:11,active,61,open,11,2016-06-10 18:00:00,3
Effective Altruism Pittsburgh,Effective-Altruism-Pittsburgh,Pittsburgh,40.47,-79.95,Community & Environment,2016-02-07 10:05:12,active,60,open,1,2016-02-25 19:00:00,2
Pittsburgh Outdoors Meetup,Pittsburgh-Outdoors-Meetup,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2016-02-03 17:51:19,active,171,open,0,,0
Holistic Living with Essential OIls,Holistic-Living-with-Essential-OIls,Pittsburgh,40.47,-79.95,Health & Wellbeing,2016-01-25 20:53:26,active,88,open,1,2016-02-06 14:00:00,4
"TOC, DDMRP, and Lean Manufacturing for Pittsburgh",TOC-DDMRP-and-Lean-Manufacturing-for-Pittsburgh,Pittsburgh,40.47,-79.95,Career & Business,2018-01-23 14:51:54,active,5,open,0,,0
Lawyers,PittsburghPersonalInjuryLawyer,Pittsburgh,40.47,-79.95,Career & Business,2017-11-15 14:34:10,active,9,open,0,,0
Magento Pittsburgh,Magento-Pittsburgh,Pittsburgh,40.47,-79.95,Tech,2016-01-22 16:54:00,active,17,open,2,2016-05-26 19:00:00,1
Pittsburgh Language Educator Coffee,Pittsburgh-Language-Educator-Coffee,Pittsburgh,40.47,-79.95,Education & Learning,2016-01-18 13:00:25,active,138,open,5,2016-10-27 18:30:00,4
K-pop Dance Group,K-pop-Dance-Group,Pittsburgh,40.47,-79.95,Dancing,2016-01-17 04:04:55,active,13,approval,23,2017-11-19 13:00:00,3
Pittsburgh Country Music Meetup,meetup-group-rngwpwxE,Pittsburgh,40.47,-79.95,Music,2018-01-10 19:07:53,active,21,open,1,2018-01-12 19:00:00,0
Pittsburgh ABODO Meetup,Pittsburgh-ABODO-Meetup,Pittsburgh,40.47,-79.95,Singles,2016-01-12 12:56:35,active,1,approval,1,2016-01-29 18:00:00,1
Pittsburgh Technology Innovation Group,Pittsburgh-Technology-Innovation-Group,Pittsburgh,40.47,-79.95,Tech,2016-01-11 17:17:03,active,693,open,9,2017-06-07 17:00:00,22
Pittsburgh Ultra Runners Training Group,Pittsburgh-Ultra-Runners-Training-Group,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2018-01-01 20:34:36,active,6,open,0,,0
Pittsburgh CISSP Study Group,PghCISSP,Pittsburgh,40.47,-79.95,Education & Learning,2015-12-12 09:43:21,active,37,open,11,2017-05-21 19:00:00,1
Pittsburgh TRIRIGA Users Group,Pittsburgh-TRIRIGA-Users-Group,Pittsburgh,40.47,-79.95,Tech,2017-12-30 15:58:11,active,6,approval,0,,0
Pittsburgh Startup: Idea to IPO,Pittsburgh-Startup-Idea-to-IPO,Pittsburgh,40.47,-79.95,Tech,2016-01-01 00:51:24,active,324,open,5,2016-04-14 17:00:00,21
Pittsburgh Unreal Engine 4 Meetup,Pittsburgh-Unreal-Engine-4-Meetup,Pittsburgh,40.47,-79.95,Tech,2015-12-24 15:30:25,active,50,open,9,2017-10-28 14:00:00,2
Bitcoin 101 Education Class  Pittsburgh,Bitcoin101ClassPittsburgh,Pittsburgh,40.47,-79.95,Tech,2017-12-12 21:49:21,active,92,open,0,,0
Shinrin-Yoku (Pittsburgh Forest Bathers),Shinrin-Yoku-Pittsburgh-Forest-Bathers,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-12-06 11:50:14,active,84,open,0,,0
