name,urlname,city,lat,lon,category,created,status,members,join_mode,past_event_count,last_event,last_rsvp
Network After Work - Pittsburgh Networking Events,Network-After-Work-Pittsburgh-Networking-Events,Pittsburgh,40.42,-79.98,Career & Business,2013-01-05 15:38:05,active,2938,open,53,2018-01-23 18:00:00,112
Pittsburgh Creative Nonfiction writing and reading,Pittsburgh-Creative-Nonfiction-writing-and-reading,Pittsburgh,40.47,-79.95,Writing,2017-12-30 11:38:30,active,21,open,0,,0
Pittsburgh Art Meetup,meetup-group-LRXNQQsB,Pittsburgh,40.47,-79.95,Arts & Culture,2017-08-11 02:06:17,active,238,open,21,2018-01-21 15:00:00,4
Pittsburgh Artificial Intelligence Meetup,Pittsburgh-Artificial-Intelligence-Meetup,Pittsburgh,40.47,-79.95,Tech,2017-12-17 01:16:21,active,86,open,1,2018-01-14 14:00:00,10
North Hills Genealogists,North-Hills-Genealogists,Pittsburgh,40.55,-80.04,Parents & Family,2014-09-10 19:40:25,active,90,open,175,2018-01-24 18:00:00,1
MOMS Club of Gibsonia/Mars,MOMS-Club-of-Gibsonia-Mars,Gibsonia,40.63,-79.95,Parents & Family,2012-01-01 11:56:13,active,42,approval,925,2018-01-22 14:00:00,5
Westmoreland Ski Club,Westmoreland-Ski-Club,Greensburg,40.3,-79.54,Outdoors & Adventure,2016-11-23 19:09:37,active,123,open,19,2018-01-10 19:00:00,4
Pittsburgh / Northern Frontier Gaming Meetup,Pittsburgh-Northern-Frontier-Gaming-Meetup,Cranberry Twp,40.71,-80.11,Games,2013-11-09 08:50:50,active,754,open,104,2018-01-20 15:00:00,8
Pittsburgh ASL Meetup,Pittsburgh-ASL-Meetup,Pittsburgh,40.4,-79.97,Language & Ethnic Identity,2017-01-18 08:59:23,active,179,open,178,2018-01-21 13:00:00,3
South Hills Area Gamers,South-Hills-Area-Gamers,Bethel Park,40.32,-80.04,Games,2017-12-27 14:52:48,active,34,open,2,2018-01-25 18:30:00,10
Millionaire 101,meetup-group-ZahAYPpY,Pittsburgh,40.42,-79.98,Career & Business,2018-01-13 19:57:22,active,27,open,1,2018-01-22 18:30:00,9
All The Nerdy Ladies Pittsburgh,All-The-Nerdy-Ladies-Pittsburgh,Pittsburgh,40.44,-79.96,Tech,2017-11-22 13:43:16,active,71,approval,2,2018-01-17 18:30:00,13
Pittsburgh East End Knitting Meetup,Pittsburgh-East-End-Knitting-Meetup,Pittsburgh,40.43,-79.92,Hobbies & Crafts,2015-10-16 10:06:06,active,446,open,124,2018-01-25 19:30:00,3
Biophilia: Pittsburgh,BiophiliaPittsburgh,Pittsburgh,40.44,-79.95,Community & Environment,2013-08-11 12:00:55,active,615,approval,66,2018-01-19 19:00:00,1
Pittsburgh Table Tennis clubs,PittsburghTableTennis,Pittsburgh,40.44,-79.95,Sports & Recreation,2013-05-02 09:40:51,active,916,open,500,2018-01-24 18:00:00,2
Western Pennsylvania Scrum User Group,scrumburgh,Pittsburgh,40.45,-79.99,Tech,2017-08-07 14:47:02,active,92,open,7,2018-01-17 19:00:00,8
Pittsburgh Active Singles,Pittsburgh-Active-Singles,Pittsburgh,40.44,-80.07,Socializing,2016-05-28 11:39:17,active,1516,open,102,2018-01-22 18:30:00,6
Build Guild Pittsburgh,BuildGuildPittsburgh,Pittsburgh,40.47,-79.95,Tech,2015-01-29 10:21:18,active,328,open,36,2018-01-10 18:30:00,9
Beginner Belly Dance Lessons,Beginner-Belly-Dance-Lessons,Pittsburgh,40.47,-79.95,Dancing,2018-01-13 09:47:36,active,29,open,0,,0
Pittsburgh Rust Coffee,Pittsburgh-Rust-Coffee,Pittsburgh,40.47,-79.95,Tech,2016-08-24 19:13:43,active,221,open,74,2018-01-24 18:30:00,3
The Pittsburgh Writers Meetup Group,pittsburghwritersmeetupgroup,Pittsburgh,40.5,-80.07,Writing,2006-02-25 07:21:48,active,50,approval,465,2018-01-20 18:00:00,6
Outdoor Fun & Christian Faith Group,OutdoorFunAndChristianFaithGroup,Cranberry Twp,40.71,-80.11,Outdoors & Adventure,2015-02-04 18:54:27,active,1248,open,142,2018-01-16 19:00:00,8
Beaver County Moms of Young Kids,Beaver-County-Moms,Beaver,40.7,-80.36,Parents & Family,2014-06-03 11:46:47,active,188,approval,399,2018-01-24 16:00:00,5
"Wampum Chapter, North Country Trail Association Meetup",Wampum-Chapter-North-Country-Trail-Association-Meetup,Wampum,40.9,-80.34,Outdoors & Adventure,2014-01-28 11:11:50,active,529,open,307,2018-01-23 19:00:00,1
Morgantown Photography Club,Morgantown-Camera-Club,Morgantown,39.63,-79.96,Photography,2017-06-05 19:17:48,active,91,open,13,2018-01-14 08:00:00,5
Pittsburgh Girl's Night Out,Pittsburgh-Girls-Night-Out,Pittsburgh,40.4,-80.04,Socializing,2015-12-27 17:26:59,active,177,approval,54,2018-01-26 17:45:00,8
Strange Brew,Strange-Brew,Pittsburgh,40.43,-79.97,Food & Drink,2012-03-01 07:59:37,active,66,open,76,2018-01-16 18:30:00,8
Pittsburgh-Wexford and Online Arabic Language Meetup,ArabicLessons,Pittsburgh,40.43,-79.92,Language & Ethnic Identity,2003-10-22 16:39:49,active,420,approval,536,2018-01-14 18:00:00,5
Downtown Ladies' Book Club,Downtown-Ladies-Book-Club,Pittsburgh,40.45,-79.99,Socializing,2018-01-23 12:26:16,active,28,open,0,,0
"Let's End Isolation Caused By Depression, Anxiety",Lets-End-Isolation-caused-by-depression-anxiety-etc,Pittsburgh,40.47,-79.95,Support,2014-09-19 19:28:53,active,688,approval,186,2018-01-26 14:00:00,1
Polish Pittsburgh,Polish-Pittsburgh,Pittsburgh,40.47,-79.95,Movies & Film,2015-03-03 15:28:53,active,373,open,32,2017-11-10 19:30:00,9
Come Write-In,Come-Write-In,Pittsburgh,40.47,-79.95,Writing,2017-12-28 15:59:30,active,52,open,1,2018-01-18 18:30:00,6
District 13 Toastmasters,District-13-Toastmasters,Pittsburgh,40.46,-79.9,Career & Business,2015-09-04 10:31:23,active,270,open,1066,2018-01-25 19:00:00,3
New Kensington Art Center Meetup,New-Kensington-Art-Center-Meetup,New Kensington,40.58,-79.72,Arts & Culture,2016-02-22 23:32:57,active,218,approval,378,2018-01-26 18:00:00,2
Greensburg Writers Group,Greensburg-Writers-Group,Greensburg,40.3,-79.54,Writing,2015-11-26 14:03:20,active,179,open,39,2017-12-10 14:00:00,2
Shamanic Healing Circle for Women,Shamanic-Healing-Circle-for-Women,Greensburg,40.3,-79.54,New Age & Spirituality,2016-06-21 21:17:17,active,39,approval,14,2017-11-07 18:30:00,6
Pittsburgh Nintendo Switch Fans,pittsburghswitch,Pittsburgh,40.35,-79.98,Games,2017-07-14 05:59:50,active,40,approval,29,2018-01-26 17:30:00,4
Pittsburgh Hip Single Parents,pittsburghhipsingleparents,Pittsburgh,40.38,-80.04,Parents & Family,2013-06-24 09:41:27,active,341,approval,383,2018-01-19 18:00:00,7
Life Options Pittsburgh,Life-Options-Pittsburgh,Pittsburgh,40.43,-79.97,Health & Wellbeing,2017-01-19 16:17:25,active,111,open,15,2018-01-10 09:30:00,7
Books That Matter,Books-That-Matter,Pittsburgh,40.43,-79.92,Book Clubs,2013-08-10 20:27:57,active,1570,open,43,2018-01-14 18:00:00,6
Pittsburgh VR Meetup,Pittsburgh-VR-Meetup,Pittsburgh,40.44,-80.01,Tech,2016-03-24 16:06:59,active,153,open,5,2018-01-12 17:30:00,7
Pittsburgh Cashflow Investing 101,Pgh-Cashflow-Investing-101,Pittsburgh,40.47,-79.95,Career & Business,2017-02-01 21:08:15,active,204,open,16,2018-01-21 16:00:00,7
Pittsburgh Leadership Forum Meetup,Pittsburgh-Leadership-Forum-Meetup,Pittsburgh,40.47,-79.95,Education & Learning,2017-03-01 06:38:41,active,272,open,3,2018-01-24 18:00:00,7
Young Professionals of Pittsburgh (YPP),Young-Professionals-of-Pittsburgh,Pittsburgh,40.47,-80.02,Career & Business,2016-12-10 09:20:00,active,252,approval,11,2017-12-27 18:30:00,16
Pittsburgh Shambhala Meditation Center,Pittsburgh-Shambhala-Meditation-Center,Pittsburgh,40.47,-79.92,Health & Wellbeing,2015-12-10 09:50:10,active,318,open,216,2018-01-22 19:00:00,4
South Hills Dinner & a Movie Women's Group,South-Hills-Dinner-a-Movie,Canonsburg,40.27,-80.15,Movies & Film,2012-01-16 11:47:40,active,878,open,210,2018-01-20 12:45:00,8
Veterans and Patriots United,Veterans-and-Patriots-United,Coraopolis,40.51,-80.18,Movements & Politics,2009-03-05 11:36:46,active,527,approval,119,2017-11-29 19:00:00,4
The Pittsburgh Widows and Widowers Meetup Group,Pittsburgh-YWW-Meetupgroup,Coraopolis,40.51,-80.18,Support,2009-03-29 13:00:33,active,465,approval,350,2017-12-22 17:00:00,4
ORTC Outdoor Adventure Club,Ohio-River-Trail-Council-ORTC-Outdoor-Adventure-Club,Monaca,40.67,-80.29,Outdoors & Adventure,2014-03-20 08:57:20,active,1880,open,388,2018-01-21 13:00:00,3
"Central PA Body, Mind & Spirit Group",Central-PA-Body-Mind-Spirit,Indiana,40.62,-79.16,New Age & Spirituality,2016-04-29 18:39:20,active,187,open,302,2018-01-21 13:00:00,6
Greater Pittsburgh Science Fiction Book Discussion Group,GPSFBG,Pittsburgh,40.38,-80.04,Book Clubs,2010-12-23 08:22:37,active,43,open,96,2018-01-24 19:00:00,5
Pittsburgh Self-Inquiry Group,Pittsburgh-Self-Inquiry-Group,Pittsburgh,40.44,-79.95,New Age & Spirituality,2016-07-24 19:58:33,active,194,open,36,2018-01-17 19:00:00,8
Women's Holistic Wellness,womens-holistic-Wellness-in-Pittsburgh,Bridgeville,40.36,-80.11,Health & Wellbeing,2012-08-30 10:28:47,active,540,open,302,2018-01-15 19:00:00,1
The Pittsburgh Alternative Relationship Group,The-Pittsburgh-Alternative-Relationship-Group,Pittsburgh,40.45,-79.98,Career & Business,2010-08-14 11:51:45,active,663,approval,284,2018-01-10 20:00:00,6
ONA Pittsburgh,ONA-Pittsburgh,Pittsburgh,40.45,-79.98,Tech,2012-04-13 16:27:22,active,94,open,16,2017-12-27 19:30:00,10
GlobalPittsburgh: a group for globally-minded people,GlobalPittsburghCONNECT,Pittsburgh,40.45,-79.99,Language & Ethnic Identity,2013-01-17 14:04:42,active,1066,open,164,2018-01-20 19:00:00,5
Pgh Dev UX,PGH-DEV-UX,Pittsburgh,40.46,-80.03,Tech,2015-11-03 15:03:36,active,376,open,7,2018-01-24 12:00:00,12
Pittsburgh Bowling Social Mixer,Pittsburgh-Bowling-Social-Mixer,North Versailles,40.39,-79.83,Socializing,2012-10-11 17:17:42,active,378,open,52,2018-01-17 20:00:00,3
Reading Between the Wines - Eastern Suburbs,Reading-Between-the-Wines-Eastern-Suburbs,Pittsburgh,40.47,-79.95,Socializing,2016-04-11 10:38:36,active,1160,open,27,2018-01-25 20:00:00,4
Northland Library's Cookbook Club,Northland-Librarys-Cookbook-Club,Pittsburgh,40.47,-79.95,Food & Drink,2017-12-28 15:36:12,active,29,open,1,2018-01-08 19:30:00,5
Pittsburgh Office 365 User Group,Pittsburgh-Office-365-User-Group,Pittsburgh,40.47,-79.95,Tech,2017-08-07 20:08:02,active,59,open,2,2018-01-17 13:30:00,8
Pittsburgh Team Handball,Pittsburgh-Team-Handball,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-10-24 16:18:55,active,60,open,9,2018-01-21 20:30:00,1
Queens Lounge,Queens-Lounge,Pittsburgh,40.47,-79.95,Socializing,2018-01-09 13:19:37,active,20,open,2,2018-01-21 00:00:00,5
Monroeville Christian Women's Fellowship,Monroeville-Christian-Womens-Fellowship,Pittsburgh,40.47,-79.95,Religion & Beliefs,2017-01-07 17:17:22,active,26,open,12,2018-01-19 20:30:00,8
The Woman's Happiness Project,The-Womans-Happiness-Project,Pittsburgh,40.47,-79.95,Career & Business,2016-10-22 10:19:34,active,50,approval,12,2018-01-07 13:00:00,7
Pittsburgh Comic Art & Illustration,Pittsburgh-Meet-n-Draw,Pittsburgh,40.47,-79.95,Arts & Culture,2016-09-25 10:40:22,active,171,open,55,2018-01-24 20:00:00,3
Pittsburgh ADULT COLORING Meetup,Pittsburgh-ADULT-COLORING-Meetup,Pittsburgh,40.47,-79.95,Hobbies & Crafts,2017-08-27 10:52:39,active,105,open,6,2018-01-07 13:00:00,6
Unitarian Universalists of Greater Pittsburgh,UUPittsburgh,Pittsburgh,40.47,-80.02,Religion & Beliefs,2015-08-26 12:32:46,active,464,open,232,2018-01-23 13:00:00,1
Skate Pittsburgh - Three Rivers Inline Club (TRIC),Pittsburgh-Three-Rivers-Inline-Club,Pittsburgh,40.47,-79.92,Outdoors & Adventure,2011-02-28 16:26:33,active,671,open,977,2018-01-26 22:30:00,4
Pittsburgh's Active & Fun Just about 50 & more!,Pittsburghs-Active-Fun-Just-about-50-and-more,Pittsburgh,40.5,-79.91,Community & Environment,2011-11-18 22:09:49,active,674,approval,521,2018-01-20 20:00:00,4
GASP (Gaming Association of Southwestern PA),GASP_gamers,Pittsburgh,40.55,-80.04,Games,2013-11-25 15:54:31,active,476,open,81,2018-01-20 11:00:00,14
MOMS Club of Allison Park/Glenshaw,MOMS-Club-of-Allison-Park-Glenshaw,Allison Park,40.57,-79.97,Parents & Family,2013-04-13 16:09:17,active,29,approval,603,2018-01-15 11:00:00,6
Life Begins at 40 (Women),Lifebeginsgroup,Coraopolis,40.51,-80.18,Socializing,2013-02-22 10:09:55,active,676,approval,294,2018-01-16 06:30:00,6
AK Valley Metaphysics Group,AKValleyMetaphysicalGroup,New Kensington,40.58,-79.72,New Age & Spirituality,2014-12-03 20:59:21,active,300,open,215,2018-01-25 19:30:00,1
PA Spyder Ryders,PASpyderRyders,New Stanton,40.22,-79.61,Cars & Motorcycles,2014-10-29 08:32:41,active,356,approval,101,2017-11-04 18:00:00,34
Pittsburgh Travel Club,Pittsburgh-Travel-Club,Valencia,40.7,-79.92,Outdoors & Adventure,2012-11-29 17:10:07,active,852,open,47,2018-01-24 20:00:00,6
Laurel Highlands Vegan Society,Laurel-Highlands-Vegan-Meetup,Ligonier,40.22,-79.22,Food & Drink,2018-01-04 14:49:54,active,35,open,2,2018-01-23 13:00:00,5
Steel City Gamers,Steel-City-Gamers,Pittsburgh,40.4,-79.97,Games,2011-12-14 14:25:17,active,688,open,1625,2018-01-25 18:00:00,0
Network of Business Owners and Related Professionals,Network-of-Business-Owners-and-Related-Professionals,Pittsburgh,40.36,-80.06,Career & Business,2015-11-21 17:53:44,active,1021,open,30,2018-01-08 13:00:00,5
Let's Dance! Pittsburgh,Pittsburgh-Dancers-Meetup-Group,Pittsburgh,40.4,-80.04,Dancing,2010-10-07 20:04:49,active,3236,open,1134,2018-01-26 23:00:00,4
The Personal Development Meetup Group,Ken-Wilber,Pittsburgh,40.43,-79.95,New Age & Spirituality,2003-09-11 20:09:06,active,1012,open,2189,2018-01-26 12:00:00,1
Pittsburgh Integrative Mental Health and Wellness,Pittsburgh-Integrative-Mental-Health-and-Wellness,Pittsburgh,40.44,-79.95,Health & Wellbeing,2015-09-12 19:56:36,active,416,open,97,2018-01-22 18:45:00,4
Pittsburgh Womens Travel Club,PittsburghWomensTravelClub,Pittsburgh,40.45,-79.98,Socializing,2011-01-12 14:53:16,active,1110,open,63,2018-01-24 20:00:00,6
American Marketing Association- Pittsburgh Chapter,AMAPittsburgh,Pittsburgh,40.45,-79.99,Career & Business,2017-08-02 17:33:35,active,204,open,17,2018-01-18 12:30:00,1
Bailamos! Zumba with Candace,candacepgh,Pittsburgh,40.44,-80.07,Dancing,2016-04-25 13:20:55,active,88,open,126,2018-01-24 19:00:00,2
Lesbians Who Tech Pittsburgh,Lesbians-Who-Tech-Pittsburgh,Pittsburgh,40.47,-79.95,LGBT,2016-04-21 14:50:41,active,96,approval,8,2017-10-24 19:00:00,4
Northland Library After Hours Board Gaming,Northland-Library-After-Hours-Board-Gaming,Pittsburgh,40.47,-79.95,Games,2017-12-28 10:23:15,active,45,open,1,2018-01-19 19:30:00,6
Pittsburgh Pop Punk,Pittsburgh-Pop-Punk,Pittsburgh,40.47,-79.95,Music,2017-09-16 01:15:03,active,95,open,4,2018-01-20 20:00:00,6
Pittsburgh Social Singles,Pittsburgh-professionals,Pittsburgh,40.47,-79.95,Career & Business,2012-12-19 14:12:19,active,1558,open,133,2017-12-16 08:30:00,3
"""Oh how I love to Sing!"" Singing Classes and Concerts",Oh-how-I-love-to-Sing-a-variety-of-Singing-opportunities,Pittsburgh,40.47,-79.95,Music,2017-09-30 11:15:46,active,144,approval,0,,0
Saturday Adventure Meetup,First-Saturday-Adventure-Meetup,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-08-27 14:43:12,active,314,open,4,2018-01-06 12:00:00,6
Pittsburgh Area Nudists,Pittsburgh-Area-Nudists,Pittsburgh,40.47,-79.95,Lifestyle,2017-05-14 14:02:18,active,46,approval,34,2018-01-24 20:00:00,1
Pittsburgh Bowling Meetup,Pittsburgh-Bowling-Meetup,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-04-06 09:49:04,active,129,open,76,2018-01-25 21:30:00,3
"Big Data (Next Gen Hadoop) Ingest & Transform, Pittsburgh",Big-Data-Ingest-Pittsburgh,Pittsburgh,40.47,-79.95,Tech,2016-07-05 23:39:31,active,323,open,74,2017-11-16 12:00:00,6
Pittsburgh Jungian Psychology Meetup,Pittsburgh-Jungian-Psychology-Meetup,Pittsburgh,40.47,-79.95,New Age & Spirituality,2016-06-07 18:53:31,active,63,open,26,2018-01-13 20:00:00,2
"Golden Thread Camp, OTO",goldenthreadoto,Pittsburgh,40.5,-80.07,New Age & Spirituality,2014-04-07 20:02:13,active,99,approval,277,2018-01-25 21:00:00,2
Pittsburgh Beach Volleyball,Pittsburgh-Beach-Volleyball,Pittsburgh,40.55,-80.04,Sports & Recreation,2010-04-24 21:09:20,active,1318,open,659,2018-01-26 20:30:00,7
Cranberry Twp Greeting Cards Meetup,Cranberry-Twp-Greeting-Cards-Meetup,Cranberry Twp,40.71,-80.11,Hobbies & Crafts,2016-07-28 09:46:42,active,102,open,16,2018-01-20 15:00:00,5
Butler Philosophy Club,Butler-Philosophy-Club,Butler,40.86,-79.9,Education & Learning,2015-02-12 18:04:26,active,167,open,150,2018-01-22 19:00:00,2
The Butler Knitting Meetup Group,knitting-868,Butler,40.86,-79.9,Hobbies & Crafts,2005-12-03 23:53:50,active,186,open,291,2018-01-17 20:00:00,5
Middlestream Mindfulness Group,Middlestream-Mindfulness-Group,Ligonier,40.22,-79.22,Health & Wellbeing,2015-06-20 08:53:36,active,163,open,89,2018-01-23 20:00:00,3
Morgantown Mindfulness,Morgantown-Mindfulness,Morgantown,39.63,-79.96,Health & Wellbeing,2017-07-23 12:14:26,active,94,open,4,2018-01-22 20:30:00,3
Pittsburgh FileMaker Developers (and users),Pittsburgh-FileMaker,Pittsburgh,40.38,-80.04,Tech,2011-08-05 19:21:06,active,78,open,64,2017-12-20 19:00:00,4
"Dance and  Fitness  @ Improvement thru Movement, South Hills",Improvement-thru-movement,Pittsburgh,40.36,-80.06,Dancing,2010-12-10 22:14:07,active,274,open,3552,2018-01-25 19:30:00,1
"Kundalini Awakening Meditation - Pittsburgh, PA. (SiddhYog)",meetup-group-cTODpPDj,Pittsburgh,40.36,-80.06,New Age & Spirituality,2017-11-28 19:13:46,active,48,open,6,2018-01-21 10:00:00,2
The Libertarian Party of Pittsburgh Meetup Group,libertarian-304,Pittsburgh,40.44,-79.95,Movements & Politics,2006-08-13 02:07:16,active,442,open,178,2018-01-17 20:00:00,9
SWPA Adult Autism Meetup & Social Group,swpa-autism-social-support,Pittsburgh,40.45,-79.99,Support,2007-06-03 22:41:18,active,175,approval,216,2018-01-14 17:50:00,3
The Pittsburgh Black Hat Society,The-Pittsburgh-Black-Hat-Society,Pittsburgh,40.45,-79.99,New Age & Spirituality,2009-08-06 10:53:46,active,223,approval,548,2018-01-14 15:00:00,4
Shadyside Beer Runners,Shadyside-Beer-Runners,Pittsburgh,40.45,-79.93,Fitness,2017-03-28 17:52:15,active,606,open,44,2018-01-25 20:00:00,2
SPORTSNUTS of Pittsburgh Sports League & Social Club,SPORTSNUTS,Pittsburgh,40.44,-80.07,Sports & Recreation,2009-09-26 15:59:10,active,2012,open,258,2018-01-22 19:30:00,3
SWPA Backpackers,swpabackpackers,Pittsburgh,40.45,-80.06,Outdoors & Adventure,2009-02-20 08:16:09,active,62,approval,177,2018-01-15 20:00:00,4
Pittsburgh Trivia Meetup and Other Fun Events!,Pittsburgh-Trivia-Meetup-with-Fast-Fingers-Trivia,Pittsburgh,40.47,-79.95,Games,2016-02-25 19:24:10,active,811,open,660,2018-01-24 21:00:00,1
Pittsburgh Hypnosis Meetup,Pittsburgh-Hypnosis-Meetup,Pittsburgh,40.47,-79.95,New Age & Spirituality,2017-11-17 10:51:57,active,50,open,1,2018-01-25 20:00:00,6
PGH Homies,PGH-Homies,Pittsburgh,40.47,-79.95,Parents & Family,2017-09-10 16:26:46,active,168,open,745,2018-01-27 07:00:00,0
Oh Dilly Dilly! - I Want To Buy My First Home🏡 But How?!?,Oh-Dilly-Dilly-I-Want-To-Buy-My-First-Home-But-How,Pittsburgh,40.47,-79.95,Career & Business,2018-01-08 13:21:59,active,10,open,0,,0
Meditation In Motion Pittsburgh,Meditation-In-Motion-Pittsburgh,Pittsburgh,40.47,-79.95,Fitness,2017-09-27 14:33:51,active,237,open,18,2018-01-23 19:00:00,1
Rebirth Visionary Team,rebirthvision,Pittsburgh,40.47,-79.95,Religion & Beliefs,2018-01-17 10:11:47,active,13,open,0,,0
WPCA Jazz Workshop,meetup-group-GsLziJHX,Pittsburgh,40.47,-79.95,Music,2017-09-14 17:35:19,active,113,open,12,2018-01-24 20:00:00,6
Trans Unity,transunity,Pittsburgh,40.47,-79.95,LGBT,2015-07-07 21:52:36,active,348,open,334,2018-01-22 19:00:00,1
Pittsburgh Professional Networking Meetup,Pittsburgh-Professional-Networking-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2017-08-08 00:00:15,active,50,open,3,2017-10-25 17:30:00,3
"Pittsburgh Wing Tsun™ Study Group, SP",Pittsburghwingtsunsp,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-02-17 02:15:45,active,49,open,53,2018-01-21 20:00:00,3
PittsburghREIA.com,PittsburghREIA-com,Pittsburgh,40.47,-80.02,Career & Business,2013-12-18 12:35:04,active,413,open,66,2018-01-16 20:00:00,4
In Gear Pittsburgh,In-Gear-Pittsburgh,Pittsburgh,40.47,-80.02,Outdoors & Adventure,2015-10-22 16:26:48,active,1150,open,205,2018-01-01 11:45:00,2
Pittsburgh Google for Nonprofits User Group,PG4NPUG,Pittsburgh,40.47,-79.92,Tech,2015-11-02 13:01:17,active,213,open,21,2017-12-13 18:00:00,11
TechShop Pittsburgh,TechShopPittsburgh,Pittsburgh,40.47,-79.92,Tech,2013-03-27 13:56:50,active,663,open,251,2018-01-17 19:00:00,0
Pittsburgh Real Estate Investor Network,Pittsburgh-Real-Estate-Investor-Network,Pittsburgh,40.47,-79.92,Career & Business,2013-02-27 19:27:55,active,695,open,40,2018-01-16 20:00:00,4
pittsburgh south 912,pittsburghsouth912-com,Canonsburg,40.27,-80.15,Movements & Politics,2009-09-09 08:07:27,active,204,open,99,2018-01-09 19:30:00,3
Pittsburgh Spa Lovers Meet & Treat Group,PittsburghSpaLoversNetwork,Pittsburgh,40.5,-79.91,Health & Wellbeing,2009-06-28 10:48:18,active,1426,open,87,2018-01-25 20:00:00,1
BNI Western PA Circle of Gold Chapter,BNI-Western-PA-Circle-of-Gold-Chapter,Monroeville,40.43,-79.76,Career & Business,2017-08-19 17:56:27,active,31,open,23,2018-01-24 12:00:00,2
Landlord Association of Westmoreland County,lawc-meetup-com,Irwin,40.33,-79.72,Career & Business,2012-08-16 22:44:49,active,214,open,180,2018-01-11 19:00:00,3
BNI Western PA Westmoreland County,BNI-Western-PA-Westmoreland,Irwin,40.33,-79.72,Career & Business,2017-08-19 16:09:41,active,37,open,23,2018-01-23 08:00:00,3
Southwestern PA Drum Circle,Southwestern-PA-Drum-Circle,Houston,40.24,-80.22,Music,2012-04-13 16:48:30,active,210,open,74,2018-01-26 20:00:00,4
Clinton Community Game Night,Clinton-Game-Night-Meetup,Clinton,40.52,-80.35,Games,2018-01-15 10:39:07,active,12,open,0,,0
Laurel Highlands British Car Club,Laurel-Highlands-British-Car-Club,Greensburg,40.3,-79.54,Cars & Motorcycles,2017-07-29 10:51:01,active,31,open,6,2018-01-04 20:00:00,4
Westmoreland Business Links,Westmoreland-Business-Links,Greensburg,40.3,-79.54,Career & Business,2017-01-14 12:39:32,active,87,open,16,2018-01-22 20:00:00,4
Pittsburgh Ski and Snowboarding,Pittsburgh-Ski,Cranberry Twp,40.71,-80.11,Outdoors & Adventure,2016-12-18 19:29:14,active,146,open,8,2018-01-20 14:00:00,3
Monaca/Beaver County Game Meetup,Monaca-Board-Game-Meetup,Monaca,40.67,-80.29,Games,2017-10-16 01:55:57,active,21,open,2,2018-01-26 19:00:00,4
Spiritual growth,Spiritual-growth-Crecimiento-Spiritual,Pittsburgh,40.37,-80.02,New Age & Spirituality,2016-01-31 13:36:51,active,209,open,88,2018-01-20 14:00:00,3
The South Pittsburgh A Course In Miracles Meetup,acim-295,Pittsburgh,40.4,-80.04,New Age & Spirituality,2008-03-12 10:40:20,active,304,open,242,2018-01-20 11:15:00,1
The Non-Native Pittsburgher Women's Social Meetup,Non-NativePittWomen,Pittsburgh,40.43,-79.97,Socializing,2008-02-20 17:43:06,active,132,approval,269,2017-12-02 13:00:00,15
The Squirrel Hill Writers' Group,The-Squirrel-Hill-Writers-Group,Pittsburgh,40.43,-79.92,Writing,2014-01-29 15:46:57,active,18,approval,198,2018-01-22 19:00:00,3
CocoaHeads Pittsburgh,CocoaHeads-Pittsburgh,Pittsburgh,40.44,-79.95,Tech,2013-01-03 15:56:31,active,148,open,76,2018-01-11 20:00:00,2
Foodies' Hub,food_dine_drinks_meetpeople,Pittsburgh,40.44,-79.95,Food & Drink,2017-08-22 23:07:16,active,295,open,2,2017-11-04 18:30:00,11
Pittsburgh Basketball Group,pittsburghbasketballgroup,Pittsburgh,40.45,-79.98,Sports & Recreation,2012-02-15 14:12:26,active,1241,open,83,2018-01-17 20:00:00,3
Mon Valley Area  Knitting Meetup,Mon-Valley-Area-Knitting-Meetup,Duquesne,40.37,-79.85,Hobbies & Crafts,2017-10-11 20:36:30,active,17,open,13,2018-01-24 20:00:00,2
Figure Drawing Meetup,meetup-group-NrwytCzO,Pittsburgh,40.47,-79.95,Arts & Culture,2018-01-13 10:23:47,active,49,open,2,2018-01-25 11:00:00,2
Pittsburgh Connections,Pittsburgh-Connections,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-10-08 09:51:01,active,78,open,5,2018-01-10 20:15:00,3
Pittsburgh LGBTQ Professionals Meetup,Pittsburgh-Gay-Professionals-Meetup,Pittsburgh,40.47,-79.95,LGBT,2018-01-16 13:28:17,active,36,open,0,,0
Bagels & Bytes,Bagels-Bytes,Pittsburgh,40.47,-79.95,Tech,2015-06-03 12:27:49,active,199,approval,46,2018-01-16 09:00:00,2
ASCEND Pittsburgh Meetup,meetup-group-pHMiaYBJ,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-04-12 21:02:07,active,632,open,230,2018-01-24 20:30:00,2
Pittsburgh Contra Dance,Pittsburgh-Contra-Dance,Pittsburgh,40.47,-79.95,Dancing,2014-07-28 23:32:51,active,660,open,166,2018-01-20 20:30:00,1
West Coast Swing in Pittsburgh!,West-Coast-Swing-Lessons-Meetup,Pittsburgh,40.47,-79.95,Dancing,2016-10-18 13:53:15,active,207,open,69,2018-01-23 21:15:00,2
